HBL Bank - Account Statement
Account Number: PK36HABB0000123456789012
Statement Period: 01-Jan-2021 to 31-Dec-2025

Txn Date,Value Date,Description,Debit,Credit,Balance
17/09/2023,17/09/2023,POS PURCHASE 6349 METRO CASH CARRY LHR,"5,307.00",,
17-Sep-2023,17-Sep-2023,CHEEZIOUS PK 375792,"2,253.00",,
17/09/2023,17/09/2023,FOODPANDA PK LAHORE 102341,"909.00",,
17/09/2023,17/09/2023,TOTAL PARCO LHR 4046,"4,534.00",,
17/09/2023,17/09/2023,TOTAL PARCO LHR 5155,"8,211.00",,
17-Sep-2023,17-Sep-2023,CAREEM RIDE PK 80627,"541.00",,
18/09/2023,18/09/2023,PTCL BILL 1LINK 0042,"3,100.00",,
18/09/2023,18/09/2023,POS PURCHASE 7241 HYPERSTAR LHR,"2,370.00",,
18/09/2023,18/09/2023,POS PURCHASE 1407 METRO CASH CARRY LHR,"2,473.00",,
18-Sep-2023,18-Sep-2023,POS PURCHASE 2405 HYPERSTAR LHR,"2,528.00",,
18/09/2023,18/09/2023,POS PURCHASE 2147 AL-FATAH STORE LHR,"6,067.00",,
18/09/2023,18/09/2023,PIZZA HUT DHA LHR 795464,"1,000.00",,
18/09/2023,18/09/2023,CAREEM RIDE PK 53607,"496.00",,
18-Sep-2023,18-Sep-2023,CAREEM RIDE PK 91040,"771.00",,
19/09/2023,19/09/2023,FOODPANDA PK LAHORE 673032,"1,758.00",,
19/09/2023,19/09/2023,CHEEZIOUS PK 516344,"561.00",,
19/09/2023,19/09/2023,CHEEZIOUS PK 189929,"1,677.00",,
19-Sep-2023,19-Sep-2023,CAREEM RIDE PK 86964,"731.00",,
19/09/2023,19/09/2023,CAREEM RIDE PK 50021,"283.00",,
19/09/2023,19/09/2023,CAREEM RIDE PK 39313,"285.00",,
20/09/2023,20/09/2023,CHEEZIOUS PK 597226,"3,186.00",,
20-Sep-2023,20-Sep-2023,KFC GULBERG LHR 730835,"2,466.00",,
20/09/2023,20/09/2023,CAREEM RIDE PK 60550,"339.00",,
20/09/2023,20/09/2023,CAREEM RIDE PK 98891,"922.00",,
21/09/2023,21/09/2023,POS PURCHASE 8101 METRO CASH CARRY LHR,"2,494.00",,
21-Sep-2023,21-Sep-2023,POS PURCHASE 6666 METRO CASH CARRY LHR,"5,976.00",,
21/09/2023,21/09/2023,POS PURCHASE 7782 HYPERSTAR LHR,"3,024.00",,
21/09/2023,21/09/2023,POS PURCHASE 1029 HYPERSTAR LHR,"4,159.00",,
21/09/2023,21/09/2023,CAREEM RIDE PK 48781,"721.00",,
22-Sep-2023,22-Sep-2023,POS PURCHASE 9078 AL-FATAH STORE LHR,"2,725.00",,
22/09/2023,22/09/2023,POS PURCHASE 9895 METRO CASH CARRY LHR,"3,382.00",,
22/09/2023,22/09/2023,FOODPANDA PK LAHORE 142892,"581.00",,
22/09/2023,22/09/2023,CHEEZIOUS PK 447759,"2,349.00",,
22-Sep-2023,22-Sep-2023,PIZZA HUT DHA LHR 139239,"2,205.00",,
22/09/2023,22/09/2023,CAREEM RIDE PK 58484,"616.00",,
23/09/2023,23/09/2023,DARAZ.PK ORDER 623238,"3,081.00",,
24/09/2023,24/09/2023,POS PURCHASE 3664 IMTIAZ SUPER MARKET LHR,"8,327.00",,
24-Sep-2023,24-Sep-2023,DARAZ.PK ORDER 758790,"5,852.00",,
25/09/2023,25/09/2023,POS PURCHASE 8315 IMTIAZ SUPER MARKET LHR,"3,907.00",,
25/09/2023,25/09/2023,POS PURCHASE 6780 IMTIAZ SUPER MARKET LHR,"6,111.00",,
25/09/2023,25/09/2023,POS PURCHASE 2347 IMTIAZ SUPER MARKET LHR,"2,093.00",,
25-Sep-2023,25-Sep-2023,KFC GULBERG LHR 793666,"676.00",,
25/09/2023,25/09/2023,SHELL FUEL DHA LHR 8200,"5,075.00",,
25/09/2023,25/09/2023,DARAZ.PK ORDER 107695,"8,265.00",,
26/09/2023,26/09/2023,POS PURCHASE 7029 METRO CASH CARRY LHR,"5,315.00",,
26-Sep-2023,26-Sep-2023,POS PURCHASE 2910 IMTIAZ SUPER MARKET LHR,"8,053.00",,
26/09/2023,26/09/2023,POS PURCHASE 9476 METRO CASH CARRY LHR,"2,962.00",,
26/09/2023,26/09/2023,POS PURCHASE 3194 IMTIAZ SUPER MARKET LHR,"3,228.00",,
26/09/2023,26/09/2023,PIZZA HUT DHA LHR 287125,"966.00",,
26-Sep-2023,26-Sep-2023,CAREEM RIDE PK 63789,"682.00",,
27/09/2023,27/09/2023,PIZZA HUT DHA LHR 450851,"711.00",,
27/09/2023,27/09/2023,FOODPANDA PK LAHORE 205555,"2,833.00",,
27/09/2023,27/09/2023,KFC GULBERG LHR 992218,"960.00",,
28-Sep-2023,28-Sep-2023,POS PURCHASE 2479 HYPERSTAR LHR,"2,295.00",,
28/09/2023,28/09/2023,POS PURCHASE 1649 METRO CASH CARRY LHR,"5,607.00",,
28/09/2023,28/09/2023,CHEEZIOUS PK 368539,"1,350.00",,
28/09/2023,28/09/2023,CAREEM RIDE PK 64888,"356.00",,
28-Sep-2023,28-Sep-2023,CAREEM RIDE PK 95086,"347.00",,
29/09/2023,29/09/2023,POS PURCHASE 9911 METRO CASH CARRY LHR,"4,747.00",,
29/09/2023,29/09/2023,TOTAL PARCO LHR 2654,"5,071.00",,
30/09/2023,30/09/2023,POS PURCHASE 1058 METRO CASH CARRY LHR,"7,278.00",,
30-Sep-2023,30-Sep-2023,CAREEM RIDE PK 41037,"369.00",,
01/10/2023,01/10/2023,SALARY CREDIT ACME TECH PVT LTD,,"230,000.00",
01/10/2023,01/10/2023,POS PURCHASE 1236 IMTIAZ SUPER MARKET LHR,"7,903.00",,
01/10/2023,01/10/2023,POS PURCHASE 5878 IMTIAZ SUPER MARKET LHR,"5,677.00",,
01-Oct-2023,01-Oct-2023,CAREEM RIDE PK 67339,"531.00",,
02/10/2023,02/10/2023,MONTHLY RENT PAYMENT IBFT,"55,000.00",,
02/10/2023,02/10/2023,PIZZA HUT DHA LHR 705231,"2,740.00",,
02/10/2023,02/10/2023,TOTAL PARCO LHR 8709,"8,363.00",,
02-Oct-2023,02-Oct-2023,TOTAL PARCO LHR 6454,"4,226.00",,
03/10/2023,03/10/2023,PIZZA HUT DHA LHR 872859,"644.00",,
03/10/2023,03/10/2023,FOODPANDA PK LAHORE 177455,"2,725.00",,
04/10/2023,04/10/2023,CAREEM RIDE PK 47057,"741.00",,
04-Oct-2023,04-Oct-2023,DARAZ.PK ORDER 928856,"3,992.00",,
05/10/2023,05/10/2023,NETFLIX.COM 8829,"1,499.00",,
05/10/2023,05/10/2023,POS PURCHASE 4549 AL-FATAH STORE LHR,"7,897.00",,
05/10/2023,05/10/2023,POS PURCHASE 8816 HYPERSTAR LHR,"6,806.00",,
06-Oct-2023,06-Oct-2023,CAREEM RIDE PK 26925,"560.00",,
07/10/2023,07/10/2023,K-ELECTRIC BILL PAYMENT 1LINK,"8,914.00",,
07/10/2023,07/10/2023,POS PURCHASE 8008 HYPERSTAR LHR,"7,173.00",,
07/10/2023,07/10/2023,PIZZA HUT DHA LHR 313567,"2,332.00",,
07-Oct-2023,07-Oct-2023,PIZZA HUT DHA LHR 904957,"1,171.00",,
07/10/2023,07/10/2023,CHEEZIOUS PK 695923,"2,073.00",,
08/10/2023,08/10/2023,POS PURCHASE 3966 IMTIAZ SUPER MARKET LHR,"1,875.00",,
08/10/2023,08/10/2023,PIZZA HUT DHA LHR 875819,"1,326.00",,
08-Oct-2023,08-Oct-2023,TOTAL PARCO LHR 1449,"7,905.00",,
08/10/2023,08/10/2023,CAREEM RIDE PK 25365,"860.00",,
09/10/2023,09/10/2023,POS PURCHASE 7072 AL-FATAH STORE LHR,"6,478.00",,
09/10/2023,09/10/2023,POS PURCHASE 6424 IMTIAZ SUPER MARKET LHR,"2,169.00",,
09-Oct-2023,09-Oct-2023,POS PURCHASE 2801 METRO CASH CARRY LHR,"6,917.00",,
09/10/2023,09/10/2023,CAREEM RIDE PK 18435,"879.00",,
10/10/2023,10/10/2023,SPOTIFY P1234567,"349.00",,
10/10/2023,10/10/2023,KFC GULBERG LHR 300253,"1,494.00",,
10-Oct-2023,10-Oct-2023,PSO FILLING STATION LHR 6725,"5,330.00",,
11/10/2023,11/10/2023,POS PURCHASE 7886 AL-FATAH STORE LHR,"1,573.00",,
11/10/2023,11/10/2023,POS PURCHASE 5191 METRO CASH CARRY LHR,"3,268.00",,
11/10/2023,11/10/2023,POS PURCHASE 7181 IMTIAZ SUPER MARKET LHR,"5,714.00",,
11-Oct-2023,11-Oct-2023,KFC GULBERG LHR 593841,"2,209.00",,
11/10/2023,11/10/2023,KFC GULBERG LHR 557248,"2,415.00",,
11/10/2023,11/10/2023,CAREEM RIDE PK 10174,"845.00",,
12/10/2023,12/10/2023,JAZZ PREPAID LOAD *345,"1,000.00",,
12-Oct-2023,12-Oct-2023,PIZZA HUT DHA LHR 137127,"2,928.00",,
12/10/2023,12/10/2023,FOODPANDA PK LAHORE 573277,"2,931.00",,
13/10/2023,13/10/2023,POS PURCHASE 2441 AL-FATAH STORE LHR,"3,735.00",,
13/10/2023,13/10/2023,CAREEM RIDE PK 44257,"567.00",,
13-Oct-2023,13-Oct-2023,CAREEM RIDE PK 70888,"638.00",,
14/10/2023,14/10/2023,CHEEZIOUS PK 282512,"1,842.00",,
14/10/2023,14/10/2023,KFC GULBERG LHR 895854,"659.00",,
14/10/2023,14/10/2023,SHELL FUEL DHA LHR 7657,"5,212.00",,
14-Oct-2023,14-Oct-2023,DARAZ.PK ORDER 588284,"2,469.00",,
15/10/2023,15/10/2023,SSGC GAS BILL 1LINK,"3,762.00",,
15/10/2023,15/10/2023,POS PURCHASE 1045 HYPERSTAR LHR,"5,466.00",,
15/10/2023,15/10/2023,SHELL FUEL DHA LHR 9218,"6,175.00",,
16-Oct-2023,16-Oct-2023,POS PURCHASE 7501 AL-FATAH STORE LHR,"7,499.00",,
16/10/2023,16/10/2023,CHEEZIOUS PK 152336,"1,917.00",,
16/10/2023,16/10/2023,FOODPANDA PK LAHORE 826318,"1,367.00",,
16/10/2023,16/10/2023,FOODPANDA PK LAHORE 481984,"2,169.00",,
17-Oct-2023,17-Oct-2023,POS PURCHASE 6601 IMTIAZ SUPER MARKET LHR,"8,512.00",,
18/10/2023,18/10/2023,PTCL BILL 1LINK 0042,"3,100.00",,
18/10/2023,18/10/2023,POS PURCHASE 4915 HYPERSTAR LHR,"5,191.00",,
18/10/2023,18/10/2023,TOTAL PARCO LHR 5002,"7,633.00",,
18-Oct-2023,18-Oct-2023,CAREEM RIDE PK 60338,"618.00",,
18/10/2023,18/10/2023,ATM WITHDRAWAL 3701 GULBERG LHR,"24,173.00",,
19/10/2023,19/10/2023,POS PURCHASE 2966 IMTIAZ SUPER MARKET LHR,"3,919.00",,
19/10/2023,19/10/2023,FOODPANDA PK LAHORE 583221,"3,004.00",,
19-Oct-2023,19-Oct-2023,CHEEZIOUS PK 436455,"1,707.00",,
19/10/2023,19/10/2023,CAREEM RIDE PK 51860,"330.00",,
19/10/2023,19/10/2023,CAREEM RIDE PK 92217,"546.00",,
19/10/2023,19/10/2023,CAREEM RIDE PK 91957,"722.00",,
19-Oct-2023,19-Oct-2023,CAREEM RIDE PK 41828,"404.00",,
20/10/2023,20/10/2023,POS PURCHASE 3174 HYPERSTAR LHR,"4,475.00",,
20/10/2023,20/10/2023,DARAZ.PK ORDER 497156,"7,442.00",,
20/10/2023,20/10/2023,DARAZ.PK ORDER 384850,"7,134.00",,
21-Oct-2023,21-Oct-2023,CHEEZIOUS PK 332261,"819.00",,
21/10/2023,21/10/2023,KFC GULBERG LHR 779018,"2,491.00",,
22/10/2023,22/10/2023,CAREEM RIDE PK 45499,"380.00",,
22/10/2023,22/10/2023,CAREEM RIDE PK 82924,"592.00",,
24-Oct-2023,24-Oct-2023,PIZZA HUT DHA LHR 492526,"2,810.00",,
24/10/2023,24/10/2023,FOODPANDA PK LAHORE 687831,"2,668.00",,
24/10/2023,24/10/2023,CAREEM RIDE PK 44622,"363.00",,
24/10/2023,24/10/2023,CAREEM RIDE PK 98415,"590.00",,
25-Oct-2023,25-Oct-2023,POS PURCHASE 9671 IMTIAZ SUPER MARKET LHR,"7,050.00",,
25/10/2023,25/10/2023,KFC GULBERG LHR 624268,"2,778.00",,
25/10/2023,25/10/2023,DARAZ.PK ORDER 799497,"6,297.00",,
26/10/2023,26/10/2023,POS PURCHASE 3361 IMTIAZ SUPER MARKET LHR,"8,549.00",,
26-Oct-2023,26-Oct-2023,POS PURCHASE 6087 HYPERSTAR LHR,"5,629.00",,
26/10/2023,26/10/2023,FOODPANDA PK LAHORE 128332,"2,067.00",,
26/10/2023,26/10/2023,KFC GULBERG LHR 623942,"1,163.00",,
26/10/2023,26/10/2023,CAREEM RIDE PK 41074,"698.00",,
26-Oct-2023,26-Oct-2023,CAREEM RIDE PK 35532,"542.00",,
27/10/2023,27/10/2023,POS PURCHASE 4619 METRO CASH CARRY LHR,"6,090.00",,
27/10/2023,27/10/2023,KFC GULBERG LHR 532724,"1,052.00",,
27/10/2023,27/10/2023,CHEEZIOUS PK 553708,"2,009.00",,
28-Oct-2023,28-Oct-2023,POS PURCHASE 2816 METRO CASH CARRY LHR,"8,532.00",,
28/10/2023,28/10/2023,SHELL FUEL DHA LHR 7153,"8,451.00",,
28/10/2023,28/10/2023,CAREEM RIDE PK 91309,"539.00",,
29/10/2023,29/10/2023,POS PURCHASE 6924 HYPERSTAR LHR,"2,125.00",,
29-Oct-2023,29-Oct-2023,POS PURCHASE 1675 METRO CASH CARRY LHR,"6,789.00",,
29/10/2023,29/10/2023,POS PURCHASE 1808 IMTIAZ SUPER MARKET LHR,"2,625.00",,
29/10/2023,29/10/2023,CHEEZIOUS PK 696879,"2,578.00",,
29/10/2023,29/10/2023,TOTAL PARCO LHR 3221,"6,389.00",,
29-Oct-2023,29-Oct-2023,CAREEM RIDE PK 11670,"450.00",,
29/10/2023,29/10/2023,CAREEM RIDE PK 61182,"611.00",,
30/10/2023,30/10/2023,CHEEZIOUS PK 300373,"2,215.00",,
30/10/2023,30/10/2023,TOTAL PARCO LHR 8227,"5,253.00",,
30-Oct-2023,30-Oct-2023,CAREEM RIDE PK 81741,"816.00",,
31/10/2023,31/10/2023,POS PURCHASE 2051 IMTIAZ SUPER MARKET LHR,"5,637.00",,
31/10/2023,31/10/2023,KFC GULBERG LHR 414427,"2,168.00",,
31/10/2023,31/10/2023,KFC GULBERG LHR 967723,"1,342.00",,
31-Oct-2023,31-Oct-2023,DARAZ.PK ORDER 518699,"6,825.00",,
01/11/2023,01/11/2023,SALARY CREDIT ACME TECH PVT LTD,,"230,000.00",
01/11/2023,01/11/2023,POS PURCHASE 4282 METRO CASH CARRY LHR,"5,068.00",,
01/11/2023,01/11/2023,CHEEZIOUS PK 753440,"2,247.00",,
02-Nov-2023,02-Nov-2023,MONTHLY RENT PAYMENT IBFT,"55,000.00",,
02/11/2023,02/11/2023,POS PURCHASE 2865 METRO CASH CARRY LHR,"7,674.00",,
02/11/2023,02/11/2023,KFC GULBERG LHR 137721,"2,772.00",,
02/11/2023,02/11/2023,FOODPANDA PK LAHORE 924221,"1,761.00",,
02-Nov-2023,02-Nov-2023,FOODPANDA PK LAHORE 789551,"2,942.00",,
02/11/2023,02/11/2023,CAREEM RIDE PK 46257,"464.00",,
03/11/2023,03/11/2023,POS PURCHASE 2780 AL-FATAH STORE LHR,"8,461.00",,
03/11/2023,03/11/2023,POS PURCHASE 5198 METRO CASH CARRY LHR,"8,768.00",,
03-Nov-2023,03-Nov-2023,CHEEZIOUS PK 528959,"585.00",,
03/11/2023,03/11/2023,PIZZA HUT DHA LHR 247147,"965.00",,
03/11/2023,03/11/2023,CAREEM RIDE PK 95918,"563.00",,
04/11/2023,04/11/2023,POS PURCHASE 8949 METRO CASH CARRY LHR,"7,901.00",,
04-Nov-2023,04-Nov-2023,POS PURCHASE 9355 HYPERSTAR LHR,"3,721.00",,
04/11/2023,04/11/2023,POS PURCHASE 9090 METRO CASH CARRY LHR,"8,670.00",,
04/11/2023,04/11/2023,CAREEM RIDE PK 92038,"782.00",,
04/11/2023,04/11/2023,CAREEM RIDE PK 86775,"773.00",,
04-Nov-2023,04-Nov-2023,CAREEM RIDE PK 69500,"878.00",,
05/11/2023,05/11/2023,NETFLIX.COM 8829,"1,499.00",,
05/11/2023,05/11/2023,POS PURCHASE 2785 IMTIAZ SUPER MARKET LHR,"2,350.00",,
05/11/2023,05/11/2023,CHEEZIOUS PK 721116,"2,824.00",,
05-Nov-2023,05-Nov-2023,CAREEM RIDE PK 74327,"653.00",,
06/11/2023,06/11/2023,POS PURCHASE 2390 AL-FATAH STORE LHR,"4,122.00",,
06/11/2023,06/11/2023,CAREEM RIDE PK 46425,"936.00",,
06/11/2023,06/11/2023,DARAZ.PK ORDER 805520,"8,208.00",,
07-Nov-2023,07-Nov-2023,K-ELECTRIC BILL PAYMENT 1LINK,"6,698.00",,
07/11/2023,07/11/2023,POS PURCHASE 6389 AL-FATAH STORE LHR,"2,023.00",,
07/11/2023,07/11/2023,POS PURCHASE 5286 HYPERSTAR LHR,"4,400.00",,
07/11/2023,07/11/2023,KFC GULBERG LHR 561714,"940.00",,
07-Nov-2023,07-Nov-2023,CAREEM RIDE PK 80055,"724.00",,
07/11/2023,07/11/2023,DARAZ.PK ORDER 354411,"8,311.00",,
08/11/2023,08/11/2023,POS PURCHASE 7685 HYPERSTAR LHR,"6,577.00",,
08/11/2023,08/11/2023,CHEEZIOUS PK 793954,"1,115.00",,
08-Nov-2023,08-Nov-2023,CAREEM RIDE PK 68946,"936.00",,
08/11/2023,08/11/2023,CAREEM RIDE PK 21419,"250.00",,
09/11/2023,09/11/2023,POS PURCHASE 4880 METRO CASH CARRY LHR,"8,169.00",,
10/11/2023,10/11/2023,SPOTIFY P1234567,"349.00",,
10-Nov-2023,10-Nov-2023,POS PURCHASE 8853 HYPERSTAR LHR,"3,085.00",,
10/11/2023,10/11/2023,TOTAL PARCO LHR 8604,"7,620.00",,
10/11/2023,10/11/2023,TOTAL PARCO LHR 6263,"7,481.00",,
10/11/2023,10/11/2023,CAREEM RIDE PK 80106,"816.00",,
11-Nov-2023,11-Nov-2023,FOODPANDA PK LAHORE 264033,"1,891.00",,
11/11/2023,11/11/2023,CAREEM RIDE PK 88688,"323.00",,
12/11/2023,12/11/2023,JAZZ PREPAID LOAD *345,"1,000.00",,
12/11/2023,12/11/2023,KFC GULBERG LHR 695561,"1,794.00",,
12-Nov-2023,12-Nov-2023,CAREEM RIDE PK 78374,"550.00",,
12/11/2023,12/11/2023,DARAZ.PK ORDER 734857,"4,998.00",,
13/11/2023,13/11/2023,POS PURCHASE 2923 IMTIAZ SUPER MARKET LHR,"7,657.00",,
13/11/2023,13/11/2023,CAREEM RIDE PK 26549,"744.00",,
14-Nov-2023,14-Nov-2023,POS PURCHASE 9125 AL-FATAH STORE LHR,"5,748.00",,
14/11/2023,14/11/2023,POS PURCHASE 8513 HYPERSTAR LHR,"1,624.00",,
14/11/2023,14/11/2023,CHEEZIOUS PK 818955,"1,498.00",,
15/11/2023,15/11/2023,SSGC GAS BILL 1LINK,"3,409.00",,
15-Nov-2023,15-Nov-2023,FOODPANDA PK LAHORE 173821,"780.00",,
15/11/2023,15/11/2023,FOODPANDA PK LAHORE 207265,"552.00",,
15/11/2023,15/11/2023,CAREEM RIDE PK 61638,"907.00",,
16/11/2023,16/11/2023,DARAZ.PK ORDER 861640,"2,883.00",,
17-Nov-2023,17-Nov-2023,KFC GULBERG LHR 800678,"3,104.00",,
18/11/2023,18/11/2023,PTCL BILL 1LINK 0042,"3,100.00",,
18/11/2023,18/11/2023,POS PURCHASE 9648 HYPERSTAR LHR,"2,432.00",,
18/11/2023,18/11/2023,POS PURCHASE 7288 METRO CASH CARRY LHR,"4,121.00",,
18-Nov-2023,18-Nov-2023,KFC GULBERG LHR 926096,"2,413.00",,
18/11/2023,18/11/2023,CHEEZIOUS PK 551012,"2,114.00",,
18/11/2023,18/11/2023,PIZZA HUT DHA LHR 892044,"3,175.00",,
18/11/2023,18/11/2023,CAREEM RIDE PK 44711,"743.00",,
19-Nov-2023,19-Nov-2023,POS PURCHASE 8419 HYPERSTAR LHR,"5,898.00",,
19/11/2023,19/11/2023,POS PURCHASE 5819 AL-FATAH STORE LHR,"3,243.00",,
19/11/2023,19/11/2023,POS PURCHASE 1582 AL-FATAH STORE LHR,"6,836.00",,
19/11/2023,19/11/2023,FOODPANDA PK LAHORE 809737,"654.00",,
19-Nov-2023,19-Nov-2023,SHELL FUEL DHA LHR 9324,"6,599.00",,
19/11/2023,19/11/2023,CAREEM RIDE PK 79242,"296.00",,
19/11/2023,19/11/2023,CAREEM RIDE PK 49603,"850.00",,
19/11/2023,19/11/2023,CAREEM RIDE PK 60224,"834.00",,
20-Nov-2023,20-Nov-2023,POS PURCHASE 3293 HYPERSTAR LHR,"8,691.00",,
20/11/2023,20/11/2023,POS PURCHASE 7411 HYPERSTAR LHR,"6,455.00",,
20/11/2023,20/11/2023,KFC GULBERG LHR 165764,"1,671.00",,
20/11/2023,20/11/2023,PIZZA HUT DHA LHR 619208,"2,442.00",,
20-Nov-2023,20-Nov-2023,CHEEZIOUS PK 376956,"896.00",,
21/11/2023,21/11/2023,POS PURCHASE 4201 AL-FATAH STORE LHR,"5,823.00",,
21/11/2023,21/11/2023,CAREEM RIDE PK 60080,"875.00",,
22/11/2023,22/11/2023,KFC GULBERG LHR 760400,"597.00",,
22-Nov-2023,22-Nov-2023,FOODPANDA PK LAHORE 560155,"2,285.00",,
22/11/2023,22/11/2023,ATM WITHDRAWAL 3043 GULBERG LHR,"17,011.00",,
23/11/2023,23/11/2023,PIZZA HUT DHA LHR 184089,"1,882.00",,
23/11/2023,23/11/2023,SHELL FUEL DHA LHR 1520,"6,555.00",,
23-Nov-2023,23-Nov-2023,CAREEM RIDE PK 81359,"278.00",,
24/11/2023,24/11/2023,FOODPANDA PK LAHORE 584611,"1,721.00",,
24/11/2023,24/11/2023,FOODPANDA PK LAHORE 919620,"1,474.00",,
24/11/2023,24/11/2023,CHEEZIOUS PK 788615,"601.00",,
25-Nov-2023,25-Nov-2023,POS PURCHASE 9538 AL-FATAH STORE LHR,"3,389.00",,
25/11/2023,25/11/2023,PIZZA HUT DHA LHR 334976,"763.00",,
25/11/2023,25/11/2023,PSO FILLING STATION LHR 5353,"7,183.00",,
25/11/2023,25/11/2023,PSO FILLING STATION LHR 3833,"5,898.00",,
25-Nov-2023,25-Nov-2023,CAREEM RIDE PK 81841,"635.00",,
26/11/2023,26/11/2023,FOODPANDA PK LAHORE 674535,"799.00",,
27/11/2023,27/11/2023,TOTAL PARCO LHR 4433,"6,007.00",,
27/11/2023,27/11/2023,CAREEM RIDE PK 90829,"814.00",,
28-Nov-2023,28-Nov-2023,PIZZA HUT DHA LHR 241433,"768.00",,
28/11/2023,28/11/2023,CHEEZIOUS PK 493489,"3,079.00",,
28/11/2023,28/11/2023,FOODPANDA PK LAHORE 639366,"2,626.00",,
28/11/2023,28/11/2023,CAREEM RIDE PK 27726,"572.00",,
28-Nov-2023,28-Nov-2023,CAREEM RIDE PK 11219,"753.00",,
29/11/2023,29/11/2023,PIZZA HUT DHA LHR 694234,"2,262.00",,
29/11/2023,29/11/2023,CAREEM RIDE PK 75914,"409.00",,
30/11/2023,30/11/2023,FOODPANDA PK LAHORE 648535,"1,472.00",,
30-Nov-2023,30-Nov-2023,CAREEM RIDE PK 47402,"914.00",,
30/11/2023,30/11/2023,CAREEM RIDE PK 38691,"373.00",,
30/11/2023,30/11/2023,CAREEM RIDE PK 25995,"626.00",,
01/12/2023,01/12/2023,SALARY CREDIT ACME TECH PVT LTD,,"230,000.00",
01-Dec-2023,01-Dec-2023,POS PURCHASE 8664 IMTIAZ SUPER MARKET LHR,"7,387.00",,
01/12/2023,01/12/2023,POS PURCHASE 9441 HYPERSTAR LHR,"6,436.00",,
01/12/2023,01/12/2023,POS PURCHASE 5174 METRO CASH CARRY LHR,"7,707.00",,
01/12/2023,01/12/2023,FOODPANDA PK LAHORE 806403,"1,568.00",,
01-Dec-2023,01-Dec-2023,PSO FILLING STATION LHR 9021,"4,628.00",,
01/12/2023,01/12/2023,CAREEM RIDE PK 88832,"688.00",,
02/12/2023,02/12/2023,MONTHLY RENT PAYMENT IBFT,"55,000.00",,
02/12/2023,02/12/2023,PIZZA HUT DHA LHR 116877,"1,560.00",,
02-Dec-2023,02-Dec-2023,FOODPANDA PK LAHORE 374694,"3,073.00",,
02/12/2023,02/12/2023,CAREEM RIDE PK 65984,"787.00",,
02/12/2023,02/12/2023,CAREEM RIDE PK 61103,"657.00",,
02/12/2023,02/12/2023,CAREEM RIDE PK 12997,"821.00",,
03-Dec-2023,03-Dec-2023,POS PURCHASE 8429 IMTIAZ SUPER MARKET LHR,"5,007.00",,
03/12/2023,03/12/2023,POS PURCHASE 9000 METRO CASH CARRY LHR,"7,046.00",,
04/12/2023,04/12/2023,POS PURCHASE 9701 AL-FATAH STORE LHR,"5,251.00",,
04/12/2023,04/12/2023,POS PURCHASE 8223 IMTIAZ SUPER MARKET LHR,"2,640.00",,
04-Dec-2023,04-Dec-2023,POS PURCHASE 2385 IMTIAZ SUPER MARKET LHR,"6,824.00",,
04/12/2023,04/12/2023,CAREEM RIDE PK 42173,"490.00",,
05/12/2023,05/12/2023,NETFLIX.COM 8829,"1,499.00",,
05/12/2023,05/12/2023,CHEEZIOUS PK 797147,"3,191.00",,
05-Dec-2023,05-Dec-2023,CAREEM RIDE PK 22513,"758.00",,
05/12/2023,05/12/2023,CAREEM RIDE PK 41943,"388.00",,
06/12/2023,06/12/2023,POS PURCHASE 4338 IMTIAZ SUPER MARKET LHR,"5,357.00",,
07/12/2023,07/12/2023,K-ELECTRIC BILL PAYMENT 1LINK,"10,111.00",,
07-Dec-2023,07-Dec-2023,KFC GULBERG LHR 416459,"1,792.00",,
07/12/2023,07/12/2023,CAREEM RIDE PK 83238,"539.00",,
07/12/2023,07/12/2023,DARAZ.PK ORDER 564126,"2,407.00",,
07/12/2023,07/12/2023,ATM WITHDRAWAL 9067 GULBERG LHR,"23,183.00",,
08-Dec-2023,08-Dec-2023,CHEEZIOUS PK 746787,"1,797.00",,
08/12/2023,08/12/2023,CAREEM RIDE PK 38120,"700.00",,
08/12/2023,08/12/2023,CAREEM RIDE PK 44802,"272.00",,
08/12/2023,08/12/2023,DARAZ.PK ORDER 721284,"6,451.00",,
09-Dec-2023,09-Dec-2023,POS PURCHASE 3531 AL-FATAH STORE LHR,"5,137.00",,
09/12/2023,09/12/2023,PIZZA HUT DHA LHR 596995,"640.00",,
09/12/2023,09/12/2023,KFC GULBERG LHR 528261,"1,328.00",,
10/12/2023,10/12/2023,SPOTIFY P1234567,"349.00",,
10-Dec-2023,10-Dec-2023,POS PURCHASE 6076 HYPERSTAR LHR,"4,487.00",,
10/12/2023,10/12/2023,POS PURCHASE 5910 AL-FATAH STORE LHR,"8,026.00",,
10/12/2023,10/12/2023,CAREEM RIDE PK 51590,"862.00",,
11/12/2023,11/12/2023,POS PURCHASE 5625 IMTIAZ SUPER MARKET LHR,"3,931.00",,
11-Dec-2023,11-Dec-2023,KFC GULBERG LHR 135785,"1,206.00",,
11/12/2023,11/12/2023,CHEEZIOUS PK 136744,"999.00",,
11/12/2023,11/12/2023,PIZZA HUT DHA LHR 325995,"3,092.00",,
11/12/2023,11/12/2023,CHEEZIOUS PK 819294,"807.00",,
11-Dec-2023,11-Dec-2023,DARAZ.PK ORDER 464190,"1,923.00",,
12/12/2023,12/12/2023,JAZZ PREPAID LOAD *345,"1,000.00",,
